orig.ident	nCount_RNA	nFeature_RNA	plate	Cell_type	Age	Age_Cell_type	pool	Pool_Cell_type	percent.mt	percent.ERCC
X2020_246s_H5_S228_L002_R1_001.2020_246s_H5_S228_L002_R1_001_accepted_hits_sorted_rm_dup.bam	X2020	20899	2314	246s	LMPP	Adult	Adult_LMPP	246s	246s_LMPP	4.85669170773721	0.980908177424757
X2020_246s_H6_S236_L002_R1_001.2020_246s_H6_S236_L002_R1_001_accepted_hits_sorted_rm_dup.bam	X2020	58301	4435	246s	GMP	Adult	Adult_GMP	246s	246s_GMP	3.5831289343236	0.145795097854239
X2020_246s_H7_S244_L002_R1_001.2020_246s_H7_S244_L002_R1_001_accepted_hits_sorted_rm_dup.bam	X2020	73437	3124	246s	CD49b-	Adult	Adult_CD49b-	246s	246s_CD49b-	2.09431213148685	0.0898729523264839
X2020_246s_H8_S252_L002_R1_001.2020_246s_H8_S252_L002_R1_001_accepted_hits_sorted_rm_dup.bam	X2020	12010	2343	246s	CD49b+	Adult	Adult_CD49b+	246s	246s_CD49b+	3.53871773522065	0.116569525395504
X2020_246s_H11_S276_L002_R1_001.2020_246s_H11_S276_L002_R1_001_accepted_hits_sorted_rm_dup.bam	X2020	19202	2563	246s	LMPP	Adult	Adult_LMPP	246s	246s_LMPP	4.59847932507031	0.109363607957504
X2020_246s_H12_S284_L002_R1_001.2020_246s_H12_S284_L002_R1_001_accepted_hits_sorted_rm_dup.bam	X2020	26951	3515	246s	GMP	Adult	Adult_GMP	246s	246s_GMP	2.37096953730845	0.0704983117509554
X2020_246s_H13_S292_L002_R1_001.2020_246s_H13_S292_L002_R1_001_accepted_hits_sorted_rm_dup.bam	X2020	20248	2957	246s	CD49b-	Adult	Adult_CD49b-	246s	246s_CD49b-	5.02271829316476	0.158040300276571
X2020_246s_H14_S300_L002_R1_001.2020_246s_H14_S300_L002_R1_001_accepted_hits_sorted_rm_dup.bam	X2020	9839	2301	246s	CD49b+	Adult	Adult_CD49b+	246s	246s_CD49b+	5.36639902429109	0.111799979672731
X2020_246s_H17_S324_L002_R1_001.2020_246s_H17_S324_L002_R1_001_accepted_hits_sorted_rm_dup.bam	X2020	26740	4037	246s	LMPP	Adult	Adult_LMPP	246s	246s_LMPP	5.55347793567689	0.246821241585639
X2020_246s_H18_S332_L002_R1_001.2020_246s_H18_S332_L002_R1_001_accepted_hits_sorted_rm_dup.bam	X2020	34061	4623	246s	GMP	Adult	Adult_GMP	246s	246s_GMP	5.32867502422125	0.0968850004403864
X2020_246s_H19_S340_L002_R1_001.2020_246s_H19_S340_L002_R1_001_accepted_hits_sorted_rm_dup.bam	X2020	9180	1758	246s	CD49b-	Adult	Adult_CD49b-	246s	246s_CD49b-	6.83006535947712	0.261437908496732
X2020_246s_H20_S348_L002_R1_001.2020_246s_H20_S348_L002_R1_001_accepted_hits_sorted_rm_dup.bam	X2020	24770	3912	246s	CD49b+	Adult	Adult_CD49b+	246s	246s_CD49b+	5.01412999596286	0.270488494146145
X2020_246s_H23_S372_L002_R1_001.2020_246s_H23_S372_L002_R1_001_accepted_hits_sorted_rm_dup.bam	X2020	15705	2629	246s	LMPP	Adult	Adult_LMPP	246s	246s_LMPP	5.31677809614772	0.248328557784145
X2020_246s_H24_S380_L002_R1_001.2020_246s_H24_S380_L002_R1_001_accepted_hits_sorted_rm_dup.bam	X2020	107593	6579	246s	GMP	Adult	Adult_GMP	246s	246s_GMP	3.33850715195226	0.0780719935311777
X2020_246s_I1_S5_L002_R1_001.2020_246s_I1_S5_L002_R1_001_accepted_hits_sorted_rm_dup.bam	X2020	23048	2754	246s	CD49b-	Adult	Adult_CD49b-	246s	246s_CD49b-	3.20635196112461	0.225616105518917
X2020_246s_I2_S13_L002_R1_001.2020_246s_I2_S13_L002_R1_001_accepted_hits_sorted_rm_dup.bam	X2020	107960	3350	246s	CD49b+	Adult	Adult_CD49b+	246s	246s_CD49b+	1.66172656539459	0.188032604668396
X2020_246s_I5_S37_L002_R1_001.2020_246s_I5_S37_L002_R1_001_accepted_hits_sorted_rm_dup.bam	X2020	100081	3548	246s	LMPP	Adult	Adult_LMPP	246s	246s_LMPP	1.31293652141765	0.111909353423727
X2020_246s_I6_S45_L002_R1_001.2020_246s_I6_S45_L002_R1_001_accepted_hits_sorted_rm_dup.bam	X2020	93276	5921	246s	GMP	Adult	Adult_GMP	246s	246s_GMP	2.38217762339723	0.0268021784810669
X2020_246s_I7_S53_L002_R1_001.2020_246s_I7_S53_L002_R1_001_accepted_hits_sorted_rm_dup.bam	X2020	19071	2475	246s	CD49b-	Adult	Adult_CD49b-	246s	246s_CD49b-	1.55733836715432	0.141576215195847
X2020_246s_I8_S61_L002_R1_001.2020_246s_I8_S61_L002_R1_001_accepted_hits_sorted_rm_dup.bam	X2020	3451	903	246s	CD49b+	Adult	Adult_CD49b+	246s	246s_CD49b+	1.94146624166908	0.0289771080846132
X2020_246s_I11_S85_L002_R1_001.2020_246s_I11_S85_L002_R1_001_accepted_hits_sorted_rm_dup.bam	X2020	21023	3709	246s	LMPP	Adult	Adult_LMPP	246s	246s_LMPP	3.63887171193455	0.123674071255292
X2020_246s_I12_S93_L002_R1_001.2020_246s_I12_S93_L002_R1_001_accepted_hits_sorted_rm_dup.bam	X2020	37676	4845	246s	GMP	Adult	Adult_GMP	246s	246s_GMP	4.21753901688077	0.0902431255971972
X2020_246s_I13_S101_L002_R1_001.2020_246s_I13_S101_L002_R1_001_accepted_hits_sorted_rm_dup.bam	X2020	18180	2600	246s	CD49b-	Adult	Adult_CD49b-	246s	246s_CD49b-	5.35753575357536	0.132013201320132
X2020_246s_I14_S109_L002_R1_001.2020_246s_I14_S109_L002_R1_001_accepted_hits_sorted_rm_dup.bam	X2020	14743	3036	246s	CD49b+	Adult	Adult_CD49b+	246s	246s_CD49b+	5.55517872888829	0.189920640303873
X2020_246s_I17_S133_L002_R1_001.2020_246s_I17_S133_L002_R1_001_accepted_hits_sorted_rm_dup.bam	X2020	12076	2626	246s	LMPP	Adult	Adult_LMPP	246s	246s_LMPP	5.82146406094733	0.0745279894004637
X2020_246s_I18_S141_L002_R1_001.2020_246s_I18_S141_L002_R1_001_accepted_hits_sorted_rm_dup.bam	X2020	10347	2857	246s	GMP	Adult	Adult_GMP	246s	246s_GMP	5.02561128829612	0.280274475693438
X2020_246s_I19_S149_L002_R1_001.2020_246s_I19_S149_L002_R1_001_accepted_hits_sorted_rm_dup.bam	X2020	7369	1901	246s	CD49b-	Adult	Adult_CD49b-	246s	246s_CD49b-	3.90826435065816	0.176414710272764
X2020_246s_I20_S157_L002_R1_001.2020_246s_I20_S157_L002_R1_001_accepted_hits_sorted_rm_dup.bam	X2020	18459	2570	246s	CD49b+	Adult	Adult_CD49b+	246s	246s_CD49b+	6.58757245787963	0.547158567636383
X2020_246s_I23_S181_L002_R1_001.2020_246s_I23_S181_L002_R1_001_accepted_hits_sorted_rm_dup.bam	X2020	19300	3322	246s	LMPP	Adult	Adult_LMPP	246s	246s_LMPP	6.76683937823834	0.0569948186528497
X2020_246s_I24_S189_L002_R1_001.2020_246s_I24_S189_L002_R1_001_accepted_hits_sorted_rm_dup.bam	X2020	432121	4744	246s	GMP	Adult	Adult_GMP	246s	246s_GMP	1.89368255650616	0.240441913260406
X2020_246s_J1_S197_L002_R1_001.2020_246s_J1_S197_L002_R1_001_accepted_hits_sorted_rm_dup.bam	X2020	1768	626	246s	CD49b-	Adult	Adult_CD49b-	246s	246s_CD49b-	3.67647058823529	0.0565610859728507
X2020_246s_J2_S205_L002_R1_001.2020_246s_J2_S205_L002_R1_001_accepted_hits_sorted_rm_dup.bam	X2020	217008	3946	246s	CD49b+	Adult	Adult_CD49b+	246s	246s_CD49b+	1.12714738627147	0.155293814052938
X2020_246s_J5_S229_L002_R1_001.2020_246s_J5_S229_L002_R1_001_accepted_hits_sorted_rm_dup.bam	X2020	155913	6540	246s	LMPP	Adult	Adult_LMPP	246s	246s_LMPP	1.78561120624964	0.0910764336521009
X2020_246s_J6_S237_L002_R1_001.2020_246s_J6_S237_L002_R1_001_accepted_hits_sorted_rm_dup.bam	X2020	62535	5678	246s	GMP	Adult	Adult_GMP	246s	246s_GMP	3.89062125209882	0.0319820900295834
X2020_246s_J7_S245_L002_R1_001.2020_246s_J7_S245_L002_R1_001_accepted_hits_sorted_rm_dup.bam	X2020	18737	2623	246s	CD49b-	Adult	Adult_CD49b-	246s	246s_CD49b-	2.9567166568821	0.144099909270427
X2020_246s_J8_S253_L002_R1_001.2020_246s_J8_S253_L002_R1_001_accepted_hits_sorted_rm_dup.bam	X2020	5301	1506	246s	CD49b+	Adult	Adult_CD49b+	246s	246s_CD49b+	3.13148462554235	0.0565930956423316
X2020_246s_J11_S277_L002_R1_001.2020_246s_J11_S277_L002_R1_001_accepted_hits_sorted_rm_dup.bam	X2020	9892	2938	246s	LMPP	Adult	Adult_LMPP	246s	246s_LMPP	5.5701577031945	0.0202183582693085
X2020_246s_J12_S285_L002_R1_001.2020_246s_J12_S285_L002_R1_001_accepted_hits_sorted_rm_dup.bam	X2020	53841	5502	246s	GMP	Adult	Adult_GMP	246s	246s_GMP	3.72392786166676	0.0260024888096432
X2020_246s_J13_S293_L002_R1_001.2020_246s_J13_S293_L002_R1_001_accepted_hits_sorted_rm_dup.bam	X2020	7542	1997	246s	CD49b-	Adult	Adult_CD49b-	246s	246s_CD49b-	4.85282418456643	0.119331742243437
X2020_246s_J14_S301_L002_R1_001.2020_246s_J14_S301_L002_R1_001_accepted_hits_sorted_rm_dup.bam	X2020	38220	3398	246s	CD49b+	Adult	Adult_CD49b+	246s	246s_CD49b+	3.27315541601256	0.120355834641549
X2020_246s_J17_S325_L002_R1_001.2020_246s_J17_S325_L002_R1_001_accepted_hits_sorted_rm_dup.bam	X2020	142784	6166	246s	LMPP	Adult	Adult_LMPP	246s	246s_LMPP	3.18242940385477	0.0651333482743165
X2020_246s_J18_S333_L002_R1_001.2020_246s_J18_S333_L002_R1_001_accepted_hits_sorted_rm_dup.bam	X2020	62188	5780	246s	GMP	Adult	Adult_GMP	246s	246s_GMP	3.98147552582492	0.0337685727149932
X2020_246s_J19_S341_L002_R1_001.2020_246s_J19_S341_L002_R1_001_accepted_hits_sorted_rm_dup.bam	X2020	19166	2934	246s	CD49b-	Adult	Adult_CD49b-	246s	246s_CD49b-	5.82281122821663	0.14087446519879
X2020_246s_J20_S349_L002_R1_001.2020_246s_J20_S349_L002_R1_001_accepted_hits_sorted_rm_dup.bam	X2020	26158	3991	246s	CD49b+	Adult	Adult_CD49b+	246s	246s_CD49b+	4.21286031042129	0.0917501338022785
X2020_246s_J23_S373_L002_R1_001.2020_246s_J23_S373_L002_R1_001_accepted_hits_sorted_rm_dup.bam	X2020	19958	3708	246s	LMPP	Adult	Adult_LMPP	246s	246s_LMPP	6.07776330293617	0.180378795470488
X2020_246s_J24_S381_L002_R1_001.2020_246s_J24_S381_L002_R1_001_accepted_hits_sorted_rm_dup.bam	X2020	58915	6097	246s	GMP	Adult	Adult_GMP	246s	246s_GMP	7.84180599168293	0.0560128999405924
X2020_246s_K1_S6_L002_R1_001.2020_246s_K1_S6_L002_R1_001_accepted_hits_sorted_rm_dup.bam	X2020	314617	3313	246s	CD49b-	Adult	Adult_CD49b-	246s	246s_CD49b-	2.47507286637404	0.708162623125896
X2020_246s_K2_S14_L002_R1_001.2020_246s_K2_S14_L002_R1_001_accepted_hits_sorted_rm_dup.bam	X2020	134504	4292	246s	CD49b+	Adult	Adult_CD49b+	246s	246s_CD49b+	1.89808481532148	0.09813834532802
X2020_246s_K5_S38_L002_R1_001.2020_246s_K5_S38_L002_R1_001_accepted_hits_sorted_rm_dup.bam	X2020	32876	3685	246s	LMPP	Adult	Adult_LMPP	246s	246s_LMPP	1.64253558827108	0.0760433142718092
X2020_246s_K6_S46_L002_R1_001.2020_246s_K6_S46_L002_R1_001_accepted_hits_sorted_rm_dup.bam	X2020	97887	6451	246s	GMP	Adult	Adult_GMP	246s	246s_GMP	2.84716050139447	0.0163453778336245
X2020_246s_K7_S54_L002_R1_001.2020_246s_K7_S54_L002_R1_001_accepted_hits_sorted_rm_dup.bam	X2020	60128	3679	246s	CD49b-	Adult	Adult_CD49b-	246s	246s_CD49b-	2.26017828632251	0.0515566790846195
X2020_246s_K8_S62_L002_R1_001.2020_246s_K8_S62_L002_R1_001_accepted_hits_sorted_rm_dup.bam	X2020	13908	2992	246s	CD49b+	Adult	Adult_CD49b+	246s	246s_CD49b+	3.97612884670693	0.158182341098648
X2020_246s_K11_S86_L002_R1_001.2020_246s_K11_S86_L002_R1_001_accepted_hits_sorted_rm_dup.bam	X2020	96167	4738	246s	LMPP	Adult	Adult_LMPP	246s	246s_LMPP	1.92373683280127	0.0530327451204675
X2020_246s_K12_S94_L002_R1_001.2020_246s_K12_S94_L002_R1_001_accepted_hits_sorted_rm_dup.bam	X2020	184910	6810	246s	GMP	Adult	Adult_GMP	246s	246s_GMP	2.1826834676329	0.0427234871018333
X2020_246s_K13_S102_L002_R1_001.2020_246s_K13_S102_L002_R1_001_accepted_hits_sorted_rm_dup.bam	X2020	42899	3139	246s	CD49b-	Adult	Adult_CD49b-	246s	246s_CD49b-	2.8578754749528	0.130539173407306
X2020_246s_K14_S110_L002_R1_001.2020_246s_K14_S110_L002_R1_001_accepted_hits_sorted_rm_dup.bam	X2020	20657	2744	246s	CD49b+	Adult	Adult_CD49b+	246s	246s_CD49b+	4.32783075954882	0.208161882170693
X2020_246s_K17_S134_L002_R1_001.2020_246s_K17_S134_L002_R1_001_accepted_hits_sorted_rm_dup.bam	X2020	30562	3434	246s	LMPP	Adult	Adult_LMPP	246s	246s_LMPP	4.71500556246319	0.212682416072247
X2020_246s_K18_S142_L002_R1_001.2020_246s_K18_S142_L002_R1_001_accepted_hits_sorted_rm_dup.bam	X2020	47584	5207	246s	GMP	Adult	Adult_GMP	246s	246s_GMP	4.41324815063887	0.0294216543375925
X2020_246s_K19_S150_L002_R1_001.2020_246s_K19_S150_L002_R1_001_accepted_hits_sorted_rm_dup.bam	X2020	10138	2049	246s	CD49b-	Adult	Adult_CD49b-	246s	246s_CD49b-	7.16117577431446	0.0690471493391201
X2020_246s_K20_S158_L002_R1_001.2020_246s_K20_S158_L002_R1_001_accepted_hits_sorted_rm_dup.bam	X2020	10484	2280	246s	CD49b+	Adult	Adult_CD49b+	246s	246s_CD49b+	5.89469668065624	0.333842045020984
X2020_246s_K23_S182_L002_R1_001.2020_246s_K23_S182_L002_R1_001_accepted_hits_sorted_rm_dup.bam	X2020	10476	2537	246s	LMPP	Adult	Adult_LMPP	246s	246s_LMPP	4.95418098510882	0.152730049637266
X2020_246s_K24_S190_L002_R1_001.2020_246s_K24_S190_L002_R1_001_accepted_hits_sorted_rm_dup.bam	X2020	78978	4664	246s	GMP	Adult	Adult_GMP	246s	246s_GMP	3.55668667223784	0.0519131910152194
X2020_246s_L1_S198_L002_R1_001.2020_246s_L1_S198_L002_R1_001_accepted_hits_sorted_rm_dup.bam	X2020	55578	3243	246s	CD49b-	Adult	Adult_CD49b-	246s	246s_CD49b-	1.49879448702724	0.145741120587283
X2020_246s_L2_S206_L002_R1_001.2020_246s_L2_S206_L002_R1_001_accepted_hits_sorted_rm_dup.bam	X2020	19051	2892	246s	CD49b+	Adult	Adult_CD49b+	246s	246s_CD49b+	2.28859377460501	0.0944832292268122
X2020_246s_L5_S230_L002_R1_001.2020_246s_L5_S230_L002_R1_001_accepted_hits_sorted_rm_dup.bam	X2020	139693	4635	246s	LMPP	Adult	Adult_LMPP	246s	246s_LMPP	1.55698567573178	0.165362616594962
X2020_246s_L6_S238_L002_R1_001.2020_246s_L6_S238_L002_R1_001_accepted_hits_sorted_rm_dup.bam	X2020	133869	6651	246s	GMP	Adult	Adult_GMP	246s	246s_GMP	2.34632364475719	0.05378392308899
X2020_246s_L7_S246_L002_R1_001.2020_246s_L7_S246_L002_R1_001_accepted_hits_sorted_rm_dup.bam	X2020	46865	3411	246s	CD49b-	Adult	Adult_CD49b-	246s	246s_CD49b-	2.2938226821722	0.13869625520111
X2020_246s_L8_S254_L002_R1_001.2020_246s_L8_S254_L002_R1_001_accepted_hits_sorted_rm_dup.bam	X2020	12898	2120	246s	CD49b+	Adult	Adult_CD49b+	246s	246s_CD49b+	1.62815940455885	0.100790820282214
X2020_246s_L11_S278_L002_R1_001.2020_246s_L11_S278_L002_R1_001_accepted_hits_sorted_rm_dup.bam	X2020	113208	4180	246s	LMPP	Adult	Adult_LMPP	246s	246s_LMPP	2.07052505123313	0.128082821002049
X2020_246s_L12_S286_L002_R1_001.2020_246s_L12_S286_L002_R1_001_accepted_hits_sorted_rm_dup.bam	X2020	204206	5482	246s	GMP	Adult	Adult_GMP	246s	246s_GMP	1.34961754306925	0.0455422465549494
X2020_246s_L13_S294_L002_R1_001.2020_246s_L13_S294_L002_R1_001_accepted_hits_sorted_rm_dup.bam	X2020	82701	3353	246s	CD49b-	Adult	Adult_CD49b-	246s	246s_CD49b-	2.67832311580271	0.12454504782288
X2020_246s_L14_S302_L002_R1_001.2020_246s_L14_S302_L002_R1_001_accepted_hits_sorted_rm_dup.bam	X2020	118181	3241	246s	CD49b+	Adult	Adult_CD49b+	246s	246s_CD49b+	2.0290909706298	0.236924717171119
X2020_246s_L17_S326_L002_R1_001.2020_246s_L17_S326_L002_R1_001_accepted_hits_sorted_rm_dup.bam	X2020	108432	3717	246s	LMPP	Adult	Adult_LMPP	246s	246s_LMPP	2.66342039250406	0.279437804338203
X2020_246s_L18_S334_L002_R1_001.2020_246s_L18_S334_L002_R1_001_accepted_hits_sorted_rm_dup.bam	X2020	84068	5661	246s	GMP	Adult	Adult_GMP	246s	246s_GMP	3.40438692487034	0.0487700432982823
X2020_246s_L19_S342_L002_R1_001.2020_246s_L19_S342_L002_R1_001_accepted_hits_sorted_rm_dup.bam	X2020	33581	3591	246s	CD49b-	Adult	Adult_CD49b-	246s	246s_CD49b-	4.41916559959501	0.110181352550549
X2020_246s_L20_S350_L002_R1_001.2020_246s_L20_S350_L002_R1_001_accepted_hits_sorted_rm_dup.bam	X2020	22910	3548	246s	CD49b+	Adult	Adult_CD49b+	246s	246s_CD49b+	4.22522915757311	0.126582278481013
X2020_246s_L23_S374_L002_R1_001.2020_246s_L23_S374_L002_R1_001_accepted_hits_sorted_rm_dup.bam	X2020	10828	2143	246s	LMPP	Adult	Adult_LMPP	246s	246s_LMPP	6.32619135574437	0.18470631695604
X2020_246s_L24_S382_L002_R1_001.2020_246s_L24_S382_L002_R1_001_accepted_hits_sorted_rm_dup.bam	X2020	13909	2982	246s	GMP	Adult	Adult_GMP	246s	246s_GMP	4.34251204256237	0.107843842116615
X2020_246s_M1_S7_L002_R1_001.2020_246s_M1_S7_L002_R1_001_accepted_hits_sorted_rm_dup.bam	X2020	153793	5546	246s	CD49b-	Adult	Adult_CD49b-	246s	246s_CD49b-	1.75235543880411	0.177511330164572
X2020_246s_M2_S15_L002_R1_001.2020_246s_M2_S15_L002_R1_001_accepted_hits_sorted_rm_dup.bam	X2020	1880	564	246s	CD49b+	Adult	Adult_CD49b+	246s	246s_CD49b+	1.43617021276596	0
X2020_246s_M5_S39_L002_R1_001.2020_246s_M5_S39_L002_R1_001_accepted_hits_sorted_rm_dup.bam	X2020	26905	3641	246s	LMPP	Adult	Adult_LMPP	246s	246s_LMPP	2.87678870098495	0.0446013752090689
X2020_246s_M6_S47_L002_R1_001.2020_246s_M6_S47_L002_R1_001_accepted_hits_sorted_rm_dup.bam	X2020	125505	6224	246s	GMP	Adult	Adult_GMP	246s	246s_GMP	2.08995657543524	0.0422293932512649
X2020_246s_M7_S55_L002_R1_001.2020_246s_M7_S55_L002_R1_001_accepted_hits_sorted_rm_dup.bam	X2020	55098	3425	246s	CD49b-	Adult	Adult_CD49b-	246s	246s_CD49b-	2.05633598315728	0.156085520345566
X2020_246s_M8_S63_L002_R1_001.2020_246s_M8_S63_L002_R1_001_accepted_hits_sorted_rm_dup.bam	X2020	26580	3221	246s	CD49b+	Adult	Adult_CD49b+	246s	246s_CD49b+	2.87434161023326	0.0639578630549285
X2020_246s_M11_S87_L002_R1_001.2020_246s_M11_S87_L002_R1_001_accepted_hits_sorted_rm_dup.bam	X2020	51908	3786	246s	LMPP	Adult	Adult_LMPP	246s	246s_LMPP	2.30985589889805	0.111736148570548
X2020_246s_M12_S95_L002_R1_001.2020_246s_M12_S95_L002_R1_001_accepted_hits_sorted_rm_dup.bam	X2020	70959	6140	246s	GMP	Adult	Adult_GMP	246s	246s_GMP	2.75229357798165	0.0295945546019532
X2020_246s_M13_S103_L002_R1_001.2020_246s_M13_S103_L002_R1_001_accepted_hits_sorted_rm_dup.bam	X2020	78862	3493	246s	CD49b-	Adult	Adult_CD49b-	246s	246s_CD49b-	1.86401562222617	0.068474043265451
X2020_246s_M14_S111_L002_R1_001.2020_246s_M14_S111_L002_R1_001_accepted_hits_sorted_rm_dup.bam	X2020	206045	4352	246s	CD49b+	Adult	Adult_CD49b+	246s	246s_CD49b+	1.8243587565823	0.0630930136620641
X2020_246s_M17_S135_L002_R1_001.2020_246s_M17_S135_L002_R1_001_accepted_hits_sorted_rm_dup.bam	X2020	142465	5011	246s	LMPP	Adult	Adult_LMPP	246s	246s_LMPP	2.31846418418559	0.0940581897308111
X2020_246s_M18_S143_L002_R1_001.2020_246s_M18_S143_L002_R1_001_accepted_hits_sorted_rm_dup.bam	X2020	42803	3728	246s	GMP	Adult	Adult_GMP	246s	246s_GMP	3.58152465948648	0.168212508469033
X2020_246s_M19_S151_L002_R1_001.2020_246s_M19_S151_L002_R1_001_accepted_hits_sorted_rm_dup.bam	X2020	12882	2146	246s	CD49b-	Adult	Adult_CD49b-	246s	246s_CD49b-	4.7973917093619	0.209594783418724
X2020_246s_M20_S159_L002_R1_001.2020_246s_M20_S159_L002_R1_001_accepted_hits_sorted_rm_dup.bam	X2020	50402	3688	246s	CD49b+	Adult	Adult_CD49b+	246s	246s_CD49b+	4.2359430181342	0.144835522399905
X2020_246s_M23_S183_L002_R1_001.2020_246s_M23_S183_L002_R1_001_accepted_hits_sorted_rm_dup.bam	X2020	65319	5382	246s	LMPP	Adult	Adult_LMPP	246s	246s_LMPP	4.40913057456483	0.0872640426215956
X2020_246s_M24_S191_L002_R1_001.2020_246s_M24_S191_L002_R1_001_accepted_hits_sorted_rm_dup.bam	X2020	33650	5192	246s	GMP	Adult	Adult_GMP	246s	246s_GMP	5.55126300148588	0.0534918276374443
X2020_246s_N1_S199_L002_R1_001.2020_246s_N1_S199_L002_R1_001_accepted_hits_sorted_rm_dup.bam	X2020	457497	4061	246s	CD49b-	Adult	Adult_CD49b-	246s	246s_CD49b-	1.92066833225136	0.793229245219094
X2020_246s_N2_S207_L002_R1_001.2020_246s_N2_S207_L002_R1_001_accepted_hits_sorted_rm_dup.bam	X2020	16725	2940	246s	CD49b+	Adult	Adult_CD49b+	246s	246s_CD49b+	2.02092675635277	0.0896860986547085
X2020_246s_N5_S231_L002_R1_001.2020_246s_N5_S231_L002_R1_001_accepted_hits_sorted_rm_dup.bam	X2020	140312	4775	246s	LMPP	Adult	Adult_LMPP	246s	246s_LMPP	1.75466104110839	0.12971092992759
X2020_246s_N6_S239_L002_R1_001.2020_246s_N6_S239_L002_R1_001_accepted_hits_sorted_rm_dup.bam	X2020	216559	6769	246s	GMP	Adult	Adult_GMP	246s	246s_GMP	1.56816387220111	0.0457150245429652
X2020_246s_N7_S247_L002_R1_001.2020_246s_N7_S247_L002_R1_001_accepted_hits_sorted_rm_dup.bam	X2020	248710	5207	246s	CD49b-	Adult	Adult_CD49b-	246s	246s_CD49b-	1.42052993446182	0.109766394596116
X2020_246s_N8_S255_L002_R1_001.2020_246s_N8_S255_L002_R1_001_accepted_hits_sorted_rm_dup.bam	X2020	7594	1786	246s	CD49b+	Adult	Adult_CD49b+	246s	246s_CD49b+	1.72504608901765	0.118514616802739
X2020_246s_N11_S279_L002_R1_001.2020_246s_N11_S279_L002_R1_001_accepted_hits_sorted_rm_dup.bam	X2020	300128	6464	246s	LMPP	Adult	Adult_LMPP	246s	246s_LMPP	1.36075274549526	0.138940718626719
X2020_246s_N12_S287_L002_R1_001.2020_246s_N12_S287_L002_R1_001_accepted_hits_sorted_rm_dup.bam	X2020	264905	6576	246s	GMP	Adult	Adult_GMP	246s	246s_GMP	1.29593627904343	0.0215171476567071
X2020_246s_N13_S295_L002_R1_001.2020_246s_N13_S295_L002_R1_001_accepted_hits_sorted_rm_dup.bam	X2020	69058	3206	246s	CD49b-	Adult	Adult_CD49b-	246s	246s_CD49b-	2.39219207043355	0.147701931709577
X2020_246s_N14_S303_L002_R1_001.2020_246s_N14_S303_L002_R1_001_accepted_hits_sorted_rm_dup.bam	X2020	238839	4520	246s	CD49b+	Adult	Adult_CD49b+	246s	246s_CD49b+	1.09404243025637	0.128538471522658
X2020_246s_N17_S327_L002_R1_001.2020_246s_N17_S327_L002_R1_001_accepted_hits_sorted_rm_dup.bam	X2020	124136	5215	246s	LMPP	Adult	Adult_LMPP	246s	246s_LMPP	1.76822195011922	0.120835212992202
X2020_246s_N18_S335_L002_R1_001.2020_246s_N18_S335_L002_R1_001_accepted_hits_sorted_rm_dup.bam	X2020	221808	6052	246s	GMP	Adult	Adult_GMP	246s	246s_GMP	1.77270432085407	0.0279521027194691
X2020_246s_N19_S343_L002_R1_001.2020_246s_N19_S343_L002_R1_001_accepted_hits_sorted_rm_dup.bam	X2020	12153	1820	246s	CD49b-	Adult	Adult_CD49b-	246s	246s_CD49b-	2.89640418003785	0.230395787048465
X2020_246s_N20_S351_L002_R1_001.2020_246s_N20_S351_L002_R1_001_accepted_hits_sorted_rm_dup.bam	X2020	79305	3346	246s	CD49b+	Adult	Adult_CD49b+	246s	246s_CD49b+	3.53949940104659	0.635521089464725
X2020_246s_N23_S375_L002_R1_001.2020_246s_N23_S375_L002_R1_001_accepted_hits_sorted_rm_dup.bam	X2020	38549	3852	246s	LMPP	Adult	Adult_LMPP	246s	246s_LMPP	5.65773431217412	0.127110949700381
X2020_246s_N24_S383_L002_R1_001.2020_246s_N24_S383_L002_R1_001_accepted_hits_sorted_rm_dup.bam	X2020	133333	6161	246s	GMP	Adult	Adult_GMP	246s	246s_GMP	2.76075690189225	0.084000210000525
X2020_246s_O1_S8_L002_R1_001.2020_246s_O1_S8_L002_R1_001_accepted_hits_sorted_rm_dup.bam	X2020	66780	3888	246s	CD49b-	Adult	Adult_CD49b-	246s	246s_CD49b-	2.11440551063193	0.178197064989518
X2020_246s_O2_S16_L002_R1_001.2020_246s_O2_S16_L002_R1_001_accepted_hits_sorted_rm_dup.bam	X2020	28615	3510	246s	CD49b+	Adult	Adult_CD49b+	246s	246s_CD49b+	1.96051022191158	0.143281495719028
X2020_246s_O5_S40_L002_R1_001.2020_246s_O5_S40_L002_R1_001_accepted_hits_sorted_rm_dup.bam	X2020	51741	4516	246s	LMPP	Adult	Adult_LMPP	246s	246s_LMPP	1.86892406408844	0.0444521752575327
X2020_246s_O6_S48_L002_R1_001.2020_246s_O6_S48_L002_R1_001_accepted_hits_sorted_rm_dup.bam	X2020	155098	5700	246s	GMP	Adult	Adult_GMP	246s	246s_GMP	1.59641001173452	0.0361062038195206
X2020_246s_O7_S56_L002_R1_001.2020_246s_O7_S56_L002_R1_001_accepted_hits_sorted_rm_dup.bam	X2020	19253	2463	246s	CD49b-	Adult	Adult_CD49b-	246s	246s_CD49b-	5.83805121279801	0.65444346335636
X2020_246s_O8_S64_L002_R1_001.2020_246s_O8_S64_L002_R1_001_accepted_hits_sorted_rm_dup.bam	X2020	2838	738	246s	CD49b+	Adult	Adult_CD49b+	246s	246s_CD49b+	1.12755461592671	0.0704721634954193
