	Cell_type	Age	HSCScore
ss1_22_126s_D04_R1.ss1_22_126s_D04_R1_accepted_hits_sorted_rm_dup.bam	CD49b+	Juvenile	0.5106144228946511
ss1_22_126s_D05_R1.ss1_22_126s_D05_R1_accepted_hits_sorted_rm_dup.bam	CD49b+	Juvenile	0.20080780429606737
ss1_22_126s_D06_R1.ss1_22_126s_D06_R1_accepted_hits_sorted_rm_dup.bam	CD49b+	Juvenile	0.42196935966687804
ss1_22_126s_D07_R1.ss1_22_126s_D07_R1_accepted_hits_sorted_rm_dup.bam	LMPP	Juvenile	0.14540837300984594
ss1_22_126s_D08_R1.ss1_22_126s_D08_R1_accepted_hits_sorted_rm_dup.bam	GMP	Juvenile	-0.0060917523104919435
ss1_22_126s_D09_R1.ss1_22_126s_D09_R1_accepted_hits_sorted_rm_dup.bam	CD49b-	Juvenile	0.30168877881117756
ss1_22_126s_D10_R1.ss1_22_126s_D10_R1_accepted_hits_sorted_rm_dup.bam	CD49b-	Juvenile	0.48480805790981923
ss1_22_126s_D12_R1.ss1_22_126s_D12_R1_accepted_hits_sorted_rm_dup.bam	CD49b+	Juvenile	0.012150254373202218
ss1_22_126s_D13_R1.ss1_22_126s_D13_R1_accepted_hits_sorted_rm_dup.bam	CD49b+	Juvenile	0.46861176616417427
ss1_22_126s_D14_R1.ss1_22_126s_D14_R1_accepted_hits_sorted_rm_dup.bam	CD49b+	Juvenile	0.3430245067035285
ss1_22_126s_D15_R1.ss1_22_126s_D15_R1_accepted_hits_sorted_rm_dup.bam	LMPP	Juvenile	0.258348332248537
ss1_22_126s_D19_R1.ss1_22_126s_D19_R1_accepted_hits_sorted_rm_dup.bam	CD49b-	Juvenile	0.5203598460553237
ss1_22_126s_E01_R1.ss1_22_126s_E01_R1_accepted_hits_sorted_rm_dup.bam	CD49b-	Juvenile	0.42327403984951956
ss1_22_126s_E02_R1.ss1_22_126s_E02_R1_accepted_hits_sorted_rm_dup.bam	CD49b-	Juvenile	0.1362913408406703
ss1_22_126s_E03_R1.ss1_22_126s_E03_R1_accepted_hits_sorted_rm_dup.bam	CD49b-	Juvenile	0.4437943115402809
ss1_22_126s_E04_R1.ss1_22_126s_E04_R1_accepted_hits_sorted_rm_dup.bam	CD49b+	Juvenile	0.3193275936299682
ss1_22_126s_E06_R1.ss1_22_126s_E06_R1_accepted_hits_sorted_rm_dup.bam	CD49b+	Juvenile	0.3066048124819799
ss1_22_126s_E07_R1.ss1_22_126s_E07_R1_accepted_hits_sorted_rm_dup.bam	LMPP	Juvenile	0.18883278092426065
ss1_22_126s_E08_R1.ss1_22_126s_E08_R1_accepted_hits_sorted_rm_dup.bam	GMP	Juvenile	0.032037347425058885
ss1_22_126s_E10_R1.ss1_22_126s_E10_R1_accepted_hits_sorted_rm_dup.bam	CD49b-	Juvenile	0.47352198838899845
ss1_22_126s_E11_R1.ss1_22_126s_E11_R1_accepted_hits_sorted_rm_dup.bam	CD49b-	Juvenile	0.4411022430215839
ss1_22_126s_E12_R1.ss1_22_126s_E12_R1_accepted_hits_sorted_rm_dup.bam	CD49b+	Juvenile	0.21953852489534342
ss1_22_126s_E14_R1.ss1_22_126s_E14_R1_accepted_hits_sorted_rm_dup.bam	CD49b+	Juvenile	0.4335978003122056
ss1_22_126s_E15_R1.ss1_22_126s_E15_R1_accepted_hits_sorted_rm_dup.bam	LMPP	Juvenile	0.04180536625947527
ss1_22_126s_E17_R1.ss1_22_126s_E17_R1_accepted_hits_sorted_rm_dup.bam	CD49b-	Juvenile	0.40390832157560824
ss1_22_126s_E22_R1.ss1_22_126s_E22_R1_accepted_hits_sorted_rm_dup.bam	CD49b+	Juvenile	0.4299175864424573
ss1_22_126s_F01_R1.ss1_22_126s_F01_R1_accepted_hits_sorted_rm_dup.bam	CD49b-	Juvenile	0.33777228897625583
ss1_22_126s_F02_R1.ss1_22_126s_F02_R1_accepted_hits_sorted_rm_dup.bam	CD49b-	Juvenile	0.4569390397160424
ss1_22_126s_F04_R1.ss1_22_126s_F04_R1_accepted_hits_sorted_rm_dup.bam	CD49b+	Juvenile	0.2954053276981982
ss1_22_126s_F05_R1.ss1_22_126s_F05_R1_accepted_hits_sorted_rm_dup.bam	CD49b+	Juvenile	0.5068925513941253
ss1_22_126s_F06_R1.ss1_22_126s_F06_R1_accepted_hits_sorted_rm_dup.bam	CD49b+	Juvenile	0.4421564725266863
ss1_22_126s_F07_R1.ss1_22_126s_F07_R1_accepted_hits_sorted_rm_dup.bam	LMPP	Juvenile	0.2682438789056596
ss1_22_126s_F09_R1.ss1_22_126s_F09_R1_accepted_hits_sorted_rm_dup.bam	CD49b-	Juvenile	0.43781913224997043
ss1_22_126s_F10_R1.ss1_22_126s_F10_R1_accepted_hits_sorted_rm_dup.bam	CD49b-	Juvenile	0.44591128174944056
ss1_22_126s_F11_R1.ss1_22_126s_F11_R1_accepted_hits_sorted_rm_dup.bam	CD49b-	Juvenile	0.4969135099409116
ss1_22_126s_F12_R1.ss1_22_126s_F12_R1_accepted_hits_sorted_rm_dup.bam	CD49b+	Juvenile	0.4548916425142337
ss1_22_126s_F13_R1.ss1_22_126s_F13_R1_accepted_hits_sorted_rm_dup.bam	CD49b+	Juvenile	0.4767971089064375
ss1_22_126s_F14_R1.ss1_22_126s_F14_R1_accepted_hits_sorted_rm_dup.bam	CD49b+	Juvenile	0.484514447705428
ss1_22_126s_F15_R1.ss1_22_126s_F15_R1_accepted_hits_sorted_rm_dup.bam	LMPP	Juvenile	0.17537484345759263
ss1_22_126s_F17_R1.ss1_22_126s_F17_R1_accepted_hits_sorted_rm_dup.bam	CD49b-	Juvenile	0.32315567985750354
ss1_22_126s_F18_R1.ss1_22_126s_F18_R1_accepted_hits_sorted_rm_dup.bam	CD49b-	Juvenile	0.3328157138032189
ss1_22_126s_F19_R1.ss1_22_126s_F19_R1_accepted_hits_sorted_rm_dup.bam	CD49b-	Juvenile	0.476693674009476
ss1_22_126s_F21_R1.ss1_22_126s_F21_R1_accepted_hits_sorted_rm_dup.bam	CD49b+	Juvenile	0.5202203121696198
ss1_22_126s_F22_R1.ss1_22_126s_F22_R1_accepted_hits_sorted_rm_dup.bam	CD49b+	Juvenile	0.5134218374511028
ss1_22_126s_G01_R1.ss1_22_126s_G01_R1_accepted_hits_sorted_rm_dup.bam	CD49b-	Juvenile	0.3623709924079979
ss1_22_126s_G02_R1.ss1_22_126s_G02_R1_accepted_hits_sorted_rm_dup.bam	CD49b-	Juvenile	0.30987622281163585
ss1_22_126s_G03_R1.ss1_22_126s_G03_R1_accepted_hits_sorted_rm_dup.bam	CD49b-	Juvenile	0.27207323498929276
ss1_22_126s_G04_R1.ss1_22_126s_G04_R1_accepted_hits_sorted_rm_dup.bam	CD49b+	Juvenile	0.4441992107518557
ss1_22_126s_G05_R1.ss1_22_126s_G05_R1_accepted_hits_sorted_rm_dup.bam	CD49b+	Juvenile	0.4524817060655026
ss1_22_126s_G06_R1.ss1_22_126s_G06_R1_accepted_hits_sorted_rm_dup.bam	CD49b+	Juvenile	0.30705117536594095
ss1_22_126s_G07_R1.ss1_22_126s_G07_R1_accepted_hits_sorted_rm_dup.bam	LMPP	Juvenile	-0.004807184766484951
ss1_22_126s_G09_R1.ss1_22_126s_G09_R1_accepted_hits_sorted_rm_dup.bam	CD49b-	Juvenile	0.4710584265229982
ss1_22_126s_G10_R1.ss1_22_126s_G10_R1_accepted_hits_sorted_rm_dup.bam	CD49b-	Juvenile	0.5127487166795633
ss1_22_126s_G11_R1.ss1_22_126s_G11_R1_accepted_hits_sorted_rm_dup.bam	CD49b-	Juvenile	0.3030389157687788
ss1_22_126s_G12_R1.ss1_22_126s_G12_R1_accepted_hits_sorted_rm_dup.bam	CD49b+	Juvenile	0.42616272855699827
ss1_22_126s_G13_R1.ss1_22_126s_G13_R1_accepted_hits_sorted_rm_dup.bam	CD49b+	Juvenile	0.3559161111107794
ss1_22_126s_G14_R1.ss1_22_126s_G14_R1_accepted_hits_sorted_rm_dup.bam	CD49b+	Juvenile	0.482571215027546
ss1_22_126s_G15_R1.ss1_22_126s_G15_R1_accepted_hits_sorted_rm_dup.bam	LMPP	Juvenile	0.2296751384768529
ss1_22_126s_G19_R1.ss1_22_126s_G19_R1_accepted_hits_sorted_rm_dup.bam	CD49b-	Juvenile	0.4561388699293906
ss1_22_126s_G21_R1.ss1_22_126s_G21_R1_accepted_hits_sorted_rm_dup.bam	CD49b+	Juvenile	0.37710860174380445
ss1_22_126s_H01_R1.ss1_22_126s_H01_R1_accepted_hits_sorted_rm_dup.bam	CD49b-	Juvenile	0.37167857078723193
ss1_22_126s_H02_R1.ss1_22_126s_H02_R1_accepted_hits_sorted_rm_dup.bam	CD49b-	Juvenile	0.4702777543239722
ss1_22_126s_H05_R1.ss1_22_126s_H05_R1_accepted_hits_sorted_rm_dup.bam	CD49b+	Juvenile	0.4225101619273675
ss1_22_126s_H06_R1.ss1_22_126s_H06_R1_accepted_hits_sorted_rm_dup.bam	CD49b+	Juvenile	0.4452357298491219
ss1_22_126s_H09_R1.ss1_22_126s_H09_R1_accepted_hits_sorted_rm_dup.bam	CD49b-	Juvenile	0.47493370320017386
ss1_22_126s_H10_R1.ss1_22_126s_H10_R1_accepted_hits_sorted_rm_dup.bam	CD49b-	Juvenile	0.38080018047192576
ss1_22_126s_H11_R1.ss1_22_126s_H11_R1_accepted_hits_sorted_rm_dup.bam	CD49b-	Juvenile	0.45957862744968475
ss1_22_126s_H12_R1.ss1_22_126s_H12_R1_accepted_hits_sorted_rm_dup.bam	CD49b+	Juvenile	0.45349036708708573
ss1_22_126s_H13_R1.ss1_22_126s_H13_R1_accepted_hits_sorted_rm_dup.bam	CD49b+	Juvenile	0.33210339224532276
ss1_22_126s_H14_R1.ss1_22_126s_H14_R1_accepted_hits_sorted_rm_dup.bam	CD49b+	Juvenile	0.45697328644164953
ss1_22_126s_H15_R1.ss1_22_126s_H15_R1_accepted_hits_sorted_rm_dup.bam	LMPP	Juvenile	0.2331595181654525
ss1_22_126s_H16_R1.ss1_22_126s_H16_R1_accepted_hits_sorted_rm_dup.bam	GMP	Juvenile	0.005877419286404992
ss1_22_126s_H17_R1.ss1_22_126s_H17_R1_accepted_hits_sorted_rm_dup.bam	CD49b-	Juvenile	0.4248274261975718
ss1_22_126s_H19_R1.ss1_22_126s_H19_R1_accepted_hits_sorted_rm_dup.bam	CD49b-	Juvenile	0.5180577328281001
ss1_22_126s_H21_R1.ss1_22_126s_H21_R1_accepted_hits_sorted_rm_dup.bam	CD49b+	Juvenile	0.5803814963391841
ss1_22_126s_H22_R1.ss1_22_126s_H22_R1_accepted_hits_sorted_rm_dup.bam	CD49b+	Juvenile	0.5016787217817963
ss1_22_126s_I01_R1.ss1_22_126s_I01_R1_accepted_hits_sorted_rm_dup.bam	CD49b-	Juvenile	0.3381720366128136
ss1_22_126s_I02_R1.ss1_22_126s_I02_R1_accepted_hits_sorted_rm_dup.bam	CD49b-	Juvenile	0.4050961290495854
ss1_22_126s_I03_R1.ss1_22_126s_I03_R1_accepted_hits_sorted_rm_dup.bam	CD49b-	Juvenile	0.4071298881006045
ss1_22_126s_I04_R1.ss1_22_126s_I04_R1_accepted_hits_sorted_rm_dup.bam	CD49b+	Juvenile	0.45580056230324145
ss1_22_126s_I05_R1.ss1_22_126s_I05_R1_accepted_hits_sorted_rm_dup.bam	CD49b+	Juvenile	0.2887332282477881
ss1_22_126s_I06_R1.ss1_22_126s_I06_R1_accepted_hits_sorted_rm_dup.bam	CD49b+	Juvenile	0.5270805261059026
ss1_22_126s_I07_R1.ss1_22_126s_I07_R1_accepted_hits_sorted_rm_dup.bam	LMPP	Juvenile	-0.005232512137074874
ss1_22_126s_I08_R1.ss1_22_126s_I08_R1_accepted_hits_sorted_rm_dup.bam	GMP	Juvenile	-0.0038353796198452444
ss1_22_126s_I09_R1.ss1_22_126s_I09_R1_accepted_hits_sorted_rm_dup.bam	CD49b-	Juvenile	0.4154720117017096
ss1_22_126s_I10_R1.ss1_22_126s_I10_R1_accepted_hits_sorted_rm_dup.bam	CD49b-	Juvenile	0.5441013999622777
ss1_22_126s_I11_R1.ss1_22_126s_I11_R1_accepted_hits_sorted_rm_dup.bam	CD49b-	Juvenile	0.4778994161218357
ss1_22_126s_I12_R1.ss1_22_126s_I12_R1_accepted_hits_sorted_rm_dup.bam	CD49b+	Juvenile	0.44921911568392797
ss1_22_126s_I13_R1.ss1_22_126s_I13_R1_accepted_hits_sorted_rm_dup.bam	CD49b+	Juvenile	0.3806159754023055
ss1_22_126s_I14_R1.ss1_22_126s_I14_R1_accepted_hits_sorted_rm_dup.bam	CD49b+	Juvenile	0.31489836852247893
ss1_22_126s_I15_R1.ss1_22_126s_I15_R1_accepted_hits_sorted_rm_dup.bam	LMPP	Juvenile	0.22115659772313317
ss1_22_126s_I18_R1.ss1_22_126s_I18_R1_accepted_hits_sorted_rm_dup.bam	CD49b-	Juvenile	0.04369973305726953
ss1_22_126s_I19_R1.ss1_22_126s_I19_R1_accepted_hits_sorted_rm_dup.bam	CD49b-	Juvenile	0.36959931469348556
ss1_22_126s_I20_R1.ss1_22_126s_I20_R1_accepted_hits_sorted_rm_dup.bam	CD49b+	Juvenile	0.1760150672421018
ss1_22_126s_I21_R1.ss1_22_126s_I21_R1_accepted_hits_sorted_rm_dup.bam	CD49b+	Juvenile	0.4349969286982915
ss1_22_126s_I23_R1.ss1_22_126s_I23_R1_accepted_hits_sorted_rm_dup.bam	LMPP	Juvenile	0.08349044889621922
ss1_22_126s_J01_R1.ss1_22_126s_J01_R1_accepted_hits_sorted_rm_dup.bam	CD49b-	Juvenile	0.43365808223324204
ss1_22_126s_J02_R1.ss1_22_126s_J02_R1_accepted_hits_sorted_rm_dup.bam	CD49b-	Juvenile	0.343988786000791
ss1_22_126s_J03_R1.ss1_22_126s_J03_R1_accepted_hits_sorted_rm_dup.bam	CD49b-	Juvenile	0.5027649869804478
ss1_22_126s_J04_R1.ss1_22_126s_J04_R1_accepted_hits_sorted_rm_dup.bam	CD49b+	Juvenile	0.34140676711026813
ss1_22_126s_J05_R1.ss1_22_126s_J05_R1_accepted_hits_sorted_rm_dup.bam	CD49b+	Juvenile	0.46320181517463394
ss1_22_126s_J06_R1.ss1_22_126s_J06_R1_accepted_hits_sorted_rm_dup.bam	CD49b+	Juvenile	0.4876766088565702
ss1_22_126s_J07_R1.ss1_22_126s_J07_R1_accepted_hits_sorted_rm_dup.bam	LMPP	Juvenile	0.165764188494273
ss1_22_126s_J08_R1.ss1_22_126s_J08_R1_accepted_hits_sorted_rm_dup.bam	GMP	Juvenile	0.054312026123971555
ss1_22_126s_J09_R1.ss1_22_126s_J09_R1_accepted_hits_sorted_rm_dup.bam	CD49b-	Juvenile	0.28604923579493785
ss1_22_126s_J10_R1.ss1_22_126s_J10_R1_accepted_hits_sorted_rm_dup.bam	CD49b-	Juvenile	0.4852947060113308
ss1_22_126s_J11_R1.ss1_22_126s_J11_R1_accepted_hits_sorted_rm_dup.bam	CD49b-	Juvenile	0.3699933659480857
ss1_22_126s_J12_R1.ss1_22_126s_J12_R1_accepted_hits_sorted_rm_dup.bam	CD49b+	Juvenile	0.3655841625288397
ss1_22_126s_J13_R1.ss1_22_126s_J13_R1_accepted_hits_sorted_rm_dup.bam	CD49b+	Juvenile	0.392778909894075
ss1_22_126s_J14_R1.ss1_22_126s_J14_R1_accepted_hits_sorted_rm_dup.bam	CD49b+	Juvenile	0.4575285562042983
ss1_22_126s_J15_R1.ss1_22_126s_J15_R1_accepted_hits_sorted_rm_dup.bam	LMPP	Juvenile	0.12946345094054484
ss1_22_126s_J17_R1.ss1_22_126s_J17_R1_accepted_hits_sorted_rm_dup.bam	CD49b-	Juvenile	0.5054680149769147
ss1_22_126s_J19_R1.ss1_22_126s_J19_R1_accepted_hits_sorted_rm_dup.bam	CD49b-	Juvenile	0.41191146863536626
ss1_22_126s_J20_R1.ss1_22_126s_J20_R1_accepted_hits_sorted_rm_dup.bam	CD49b+	Juvenile	0.405050687970329
ss1_22_126s_J21_R1.ss1_22_126s_J21_R1_accepted_hits_sorted_rm_dup.bam	CD49b+	Juvenile	0.35314458648604613
ss1_22_126s_J22_R1.ss1_22_126s_J22_R1_accepted_hits_sorted_rm_dup.bam	CD49b+	Juvenile	0.43862476985945925
ss1_22_126s_J23_R1.ss1_22_126s_J23_R1_accepted_hits_sorted_rm_dup.bam	LMPP	Juvenile	0.10363274351449052
ss1_22_126s_K02_R1.ss1_22_126s_K02_R1_accepted_hits_sorted_rm_dup.bam	CD49b-	Juvenile	0.4108746273713347
ss1_22_126s_K03_R1.ss1_22_126s_K03_R1_accepted_hits_sorted_rm_dup.bam	CD49b-	Juvenile	0.4193741266159062
ss1_22_126s_K04_R1.ss1_22_126s_K04_R1_accepted_hits_sorted_rm_dup.bam	CD49b+	Juvenile	0.3100136473587249
ss1_22_126s_K05_R1.ss1_22_126s_K05_R1_accepted_hits_sorted_rm_dup.bam	CD49b+	Juvenile	0.29365327431082044
ss1_22_126s_K06_R1.ss1_22_126s_K06_R1_accepted_hits_sorted_rm_dup.bam	CD49b+	Juvenile	0.26736113882093615
ss1_22_126s_K07_R1.ss1_22_126s_K07_R1_accepted_hits_sorted_rm_dup.bam	LMPP	Juvenile	-0.003319648277136364
ss1_22_126s_K08_R1.ss1_22_126s_K08_R1_accepted_hits_sorted_rm_dup.bam	GMP	Juvenile	-0.007339760748564475
ss1_22_126s_K09_R1.ss1_22_126s_K09_R1_accepted_hits_sorted_rm_dup.bam	CD49b-	Juvenile	0.46314791223249546
ss1_22_126s_K10_R1.ss1_22_126s_K10_R1_accepted_hits_sorted_rm_dup.bam	CD49b-	Juvenile	0.3718299610507934
ss1_22_126s_K11_R1.ss1_22_126s_K11_R1_accepted_hits_sorted_rm_dup.bam	CD49b-	Juvenile	0.3604539261077015
ss1_22_126s_K13_R1.ss1_22_126s_K13_R1_accepted_hits_sorted_rm_dup.bam	CD49b+	Juvenile	0.4252147139743762
ss1_22_126s_K14_R1.ss1_22_126s_K14_R1_accepted_hits_sorted_rm_dup.bam	CD49b+	Juvenile	0.4940308340886899
ss1_22_126s_K15_R1.ss1_22_126s_K15_R1_accepted_hits_sorted_rm_dup.bam	LMPP	Juvenile	0.019801560636213272
ss1_22_126s_K18_R1.ss1_22_126s_K18_R1_accepted_hits_sorted_rm_dup.bam	CD49b-	Juvenile	0.3968588571837631
ss1_22_126s_K19_R1.ss1_22_126s_K19_R1_accepted_hits_sorted_rm_dup.bam	CD49b-	Juvenile	0.4246303875364646
ss1_22_126s_K21_R1.ss1_22_126s_K21_R1_accepted_hits_sorted_rm_dup.bam	CD49b+	Juvenile	0.005058146649390832
ss1_22_126s_K22_R1.ss1_22_126s_K22_R1_accepted_hits_sorted_rm_dup.bam	CD49b+	Juvenile	0.46485639004541807
ss1_22_126s_K23_R1.ss1_22_126s_K23_R1_accepted_hits_sorted_rm_dup.bam	LMPP	Juvenile	0.06262111093751387
ss1_22_126s_L01_R1.ss1_22_126s_L01_R1_accepted_hits_sorted_rm_dup.bam	CD49b-	Juvenile	0.3518685471958949
ss1_22_126s_L02_R1.ss1_22_126s_L02_R1_accepted_hits_sorted_rm_dup.bam	CD49b-	Juvenile	0.24868334965631306
ss1_22_126s_L03_R1.ss1_22_126s_L03_R1_accepted_hits_sorted_rm_dup.bam	CD49b-	Juvenile	0.42439826637170425
ss1_22_126s_L04_R1.ss1_22_126s_L04_R1_accepted_hits_sorted_rm_dup.bam	CD49b+	Juvenile	0.2456168406359458
ss1_22_126s_L05_R1.ss1_22_126s_L05_R1_accepted_hits_sorted_rm_dup.bam	CD49b+	Juvenile	0.3999766838750202
ss1_22_126s_L06_R1.ss1_22_126s_L06_R1_accepted_hits_sorted_rm_dup.bam	CD49b+	Juvenile	0.3129435108712096
ss1_22_126s_L07_R1.ss1_22_126s_L07_R1_accepted_hits_sorted_rm_dup.bam	LMPP	Juvenile	0.26233453260523093
ss1_22_126s_L09_R1.ss1_22_126s_L09_R1_accepted_hits_sorted_rm_dup.bam	CD49b-	Juvenile	0.44205950932802013
ss1_22_126s_L10_R1.ss1_22_126s_L10_R1_accepted_hits_sorted_rm_dup.bam	CD49b-	Juvenile	0.23828475956713696
ss1_22_126s_L11_R1.ss1_22_126s_L11_R1_accepted_hits_sorted_rm_dup.bam	CD49b-	Juvenile	0.34778911662257533
ss1_22_126s_L12_R1.ss1_22_126s_L12_R1_accepted_hits_sorted_rm_dup.bam	CD49b+	Juvenile	0.4433302339147915
ss1_22_126s_L13_R1.ss1_22_126s_L13_R1_accepted_hits_sorted_rm_dup.bam	CD49b+	Juvenile	0.4732131733388822
ss1_22_126s_L14_R1.ss1_22_126s_L14_R1_accepted_hits_sorted_rm_dup.bam	CD49b+	Juvenile	0.3072442349419339
ss1_22_126s_L15_R1.ss1_22_126s_L15_R1_accepted_hits_sorted_rm_dup.bam	LMPP	Juvenile	0.007179704634582451
ss1_22_126s_L17_R1.ss1_22_126s_L17_R1_accepted_hits_sorted_rm_dup.bam	CD49b-	Juvenile	0.4509609244686043
ss1_22_126s_L18_R1.ss1_22_126s_L18_R1_accepted_hits_sorted_rm_dup.bam	CD49b-	Juvenile	0.3072806034181859
ss1_22_126s_L20_R1.ss1_22_126s_L20_R1_accepted_hits_sorted_rm_dup.bam	CD49b+	Juvenile	0.45235489070285534
ss1_22_126s_L21_R1.ss1_22_126s_L21_R1_accepted_hits_sorted_rm_dup.bam	CD49b+	Juvenile	0.1974329811816104
ss1_22_126s_L22_R1.ss1_22_126s_L22_R1_accepted_hits_sorted_rm_dup.bam	CD49b+	Juvenile	0.37568566847095697
ss1_22_126s_L23_R1.ss1_22_126s_L23_R1_accepted_hits_sorted_rm_dup.bam	LMPP	Juvenile	0.024527736848276346
ss1_22_126s_M01_R1.ss1_22_126s_M01_R1_accepted_hits_sorted_rm_dup.bam	CD49b-	Juvenile	0.3643463964348406
ss1_22_126s_M02_R1.ss1_22_126s_M02_R1_accepted_hits_sorted_rm_dup.bam	CD49b-	Juvenile	0.3172346503317491
ss1_22_126s_M03_R1.ss1_22_126s_M03_R1_accepted_hits_sorted_rm_dup.bam	CD49b-	Juvenile	0.42086219840432576
ss1_22_126s_M04_R1.ss1_22_126s_M04_R1_accepted_hits_sorted_rm_dup.bam	CD49b+	Juvenile	0.47663522812289266
ss1_22_126s_M05_R1.ss1_22_126s_M05_R1_accepted_hits_sorted_rm_dup.bam	CD49b+	Juvenile	0.4572076448420151
ss1_22_126s_M06_R1.ss1_22_126s_M06_R1_accepted_hits_sorted_rm_dup.bam	CD49b+	Juvenile	0.48409673199888553
ss1_22_126s_M07_R1.ss1_22_126s_M07_R1_accepted_hits_sorted_rm_dup.bam	LMPP	Juvenile	0.018734884361336676
ss1_22_126s_M08_R1.ss1_22_126s_M08_R1_accepted_hits_sorted_rm_dup.bam	GMP	Juvenile	-0.004826790089435554
ss1_22_126s_M09_R1.ss1_22_126s_M09_R1_accepted_hits_sorted_rm_dup.bam	CD49b-	Juvenile	0.4127290952591261
ss1_22_126s_M10_R1.ss1_22_126s_M10_R1_accepted_hits_sorted_rm_dup.bam	CD49b-	Juvenile	0.43183678255100216
ss1_22_126s_M11_R1.ss1_22_126s_M11_R1_accepted_hits_sorted_rm_dup.bam	CD49b-	Juvenile	0.5439714473520837
ss1_22_126s_M12_R1.ss1_22_126s_M12_R1_accepted_hits_sorted_rm_dup.bam	CD49b+	Juvenile	0.4570144571898163
ss1_22_126s_M13_R1.ss1_22_126s_M13_R1_accepted_hits_sorted_rm_dup.bam	CD49b+	Juvenile	0.5191621928748588
ss1_22_126s_M14_R1.ss1_22_126s_M14_R1_accepted_hits_sorted_rm_dup.bam	CD49b+	Juvenile	0.20390645025150828
ss1_22_126s_M15_R1.ss1_22_126s_M15_R1_accepted_hits_sorted_rm_dup.bam	LMPP	Juvenile	0.13650425610466083
ss1_22_126s_M17_R1.ss1_22_126s_M17_R1_accepted_hits_sorted_rm_dup.bam	CD49b-	Juvenile	-0.006672975693683372
ss1_22_126s_M18_R1.ss1_22_126s_M18_R1_accepted_hits_sorted_rm_dup.bam	CD49b-	Juvenile	0.5154449079137218
ss1_22_126s_M19_R1.ss1_22_126s_M19_R1_accepted_hits_sorted_rm_dup.bam	CD49b-	Juvenile	-0.0015483282120470343
ss1_22_126s_M20_R1.ss1_22_126s_M20_R1_accepted_hits_sorted_rm_dup.bam	CD49b+	Juvenile	0.4968740029007895
ss1_22_126s_M21_R1.ss1_22_126s_M21_R1_accepted_hits_sorted_rm_dup.bam	CD49b+	Juvenile	0.3331250127238012
ss1_22_126s_M22_R1.ss1_22_126s_M22_R1_accepted_hits_sorted_rm_dup.bam	CD49b+	Juvenile	0.0031777505595151218
ss1_22_126s_N01_R1.ss1_22_126s_N01_R1_accepted_hits_sorted_rm_dup.bam	CD49b-	Juvenile	0.4810847587454154
ss1_22_126s_N02_R1.ss1_22_126s_N02_R1_accepted_hits_sorted_rm_dup.bam	CD49b-	Juvenile	0.4176642797590597
ss1_22_126s_N03_R1.ss1_22_126s_N03_R1_accepted_hits_sorted_rm_dup.bam	CD49b-	Juvenile	0.3332750014458481
ss1_22_126s_N04_R1.ss1_22_126s_N04_R1_accepted_hits_sorted_rm_dup.bam	CD49b+	Juvenile	0.4204291407124751
ss1_22_126s_N05_R1.ss1_22_126s_N05_R1_accepted_hits_sorted_rm_dup.bam	CD49b+	Juvenile	0.3962955746444792
ss1_22_126s_N06_R1.ss1_22_126s_N06_R1_accepted_hits_sorted_rm_dup.bam	CD49b+	Juvenile	0.440163192225217
ss1_22_126s_N07_R1.ss1_22_126s_N07_R1_accepted_hits_sorted_rm_dup.bam	LMPP	Juvenile	0.0013794544469552944
ss1_22_126s_N08_R1.ss1_22_126s_N08_R1_accepted_hits_sorted_rm_dup.bam	GMP	Juvenile	0.029387666009355815
ss1_22_126s_N09_R1.ss1_22_126s_N09_R1_accepted_hits_sorted_rm_dup.bam	CD49b-	Juvenile	0.4126671415262711
ss1_22_126s_N10_R1.ss1_22_126s_N10_R1_accepted_hits_sorted_rm_dup.bam	CD49b-	Juvenile	0.29766400476335814
ss1_22_126s_N11_R1.ss1_22_126s_N11_R1_accepted_hits_sorted_rm_dup.bam	CD49b-	Juvenile	0.5259993849038819
ss1_22_126s_N12_R1.ss1_22_126s_N12_R1_accepted_hits_sorted_rm_dup.bam	CD49b+	Juvenile	0.37229011723145083
ss1_22_126s_N13_R1.ss1_22_126s_N13_R1_accepted_hits_sorted_rm_dup.bam	CD49b+	Juvenile	0.4343100231080102
ss1_22_126s_N14_R1.ss1_22_126s_N14_R1_accepted_hits_sorted_rm_dup.bam	CD49b+	Juvenile	0.46393265684821666
ss1_22_126s_N17_R1.ss1_22_126s_N17_R1_accepted_hits_sorted_rm_dup.bam	CD49b-	Juvenile	0.5689451923836847
ss1_22_126s_N18_R1.ss1_22_126s_N18_R1_accepted_hits_sorted_rm_dup.bam	CD49b-	Juvenile	0.44595762850645376
ss1_22_126s_N19_R1.ss1_22_126s_N19_R1_accepted_hits_sorted_rm_dup.bam	CD49b-	Juvenile	0.4228170564243577
ss1_22_126s_N20_R1.ss1_22_126s_N20_R1_accepted_hits_sorted_rm_dup.bam	CD49b+	Juvenile	0.4362847993635894
ss1_22_126s_N21_R1.ss1_22_126s_N21_R1_accepted_hits_sorted_rm_dup.bam	CD49b+	Juvenile	0.36075913206933335
ss1_22_126s_N22_R1.ss1_22_126s_N22_R1_accepted_hits_sorted_rm_dup.bam	CD49b+	Juvenile	0.4375213793331478
ss1_22_126s_N23_R1.ss1_22_126s_N23_R1_accepted_hits_sorted_rm_dup.bam	LMPP	Juvenile	0.003529575252287684
